sensor,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
MPU2,-34.04580,-13.57252,-116.39695,0.25464,0.17407,0.72754
MPU1,-32.41221,7.23664,-105.20611,0.22461,-0.13525,0.75439
MPU2,-52.94656,-18.51908,-110.56489,0.19336,0.09766,0.70264
MPU1,-68.48855,16.93130,-90.47328,0.08276,-0.02197,0.56177
MPU2,-64.15267,-1.12977,-84.44275,0.16650,-0.01099,0.73877
MPU1,-57.23664,52.90076,-48.10687,-0.02344,-0.21265,0.82324
MPU2,-31.25191,11.28244,-32.54962,-0.09839,-0.12793,0.71899
MPU1,-29.12977,-5.78626,2.82443,-0.47461,-0.08179,0.97632
MPU2,10.74809,26.30534,49.75573,-0.09131,-0.15747,0.92798
MPU1,34.48855,15.80153,80.96183,-0.38745,-0.33618,1.14404
MPU2,50.48855,10.47328,103.23664,-0.12183,-0.11548,0.75806
MPU1,52.59542,-72.67175,85.95420,-0.19067,-0.24780,0.87598
MPU2,47.06870,-29.72519,125.77100,0.06738,-0.08691,0.83813
MPU1,24.87023,-44.45802,112.58015,0.09668,-0.26318,0.58618
MPU2,40.32061,0.16794,150.51909,0.28149,-0.06226,0.75635
MPU1,33.25191,-78.42748,104.42748,0.21191,-0.42261,0.76392
MPU2,30.94657,-32.76336,141.46565,0.29517,-0.09521,0.76782
MPU1,-5.28244,-63.43512,126.85497,0.42065,-0.32007,0.49194
MPU2,20.38168,48.01527,141.35878,0.57056,-0.02441,0.68652
MPU1,53.11450,8.19847,140.99237,0.54639,-0.40210,0.70923
MPU2,17.92366,52.06107,130.07634,0.38647,0.06128,0.72803
MPU1,34.44275,9.41985,138.19847,0.34082,-0.26587,0.57373
MPU2,-6.96183,58.03053,123.55725,0.34473,-0.00684,0.87598
MPU1,-2.83969,27.25191,103.17558,0.51758,-0.37231,0.78687
MPU2,-24.59542,57.69466,116.15267,0.41016,-0.03882,0.94263
MPU1,-15.60305,34.68702,113.46565,0.48608,-0.55957,0.86938
MPU2,-34.04580,73.81680,107.67939,0.39502,-0.15308,0.98364
MPU1,-14.83969,38.77863,133.17557,0.21069,-0.45215,0.84253
MPU2,-47.74046,61.98473,91.25191,0.43848,-0.14844,1.22192
MPU1,-17.80153,72.51908,58.22901,0.94434,-0.72119,1.12329
MPU2,-37.67939,99.34351,79.70992,0.43652,-0.19946,1.10278
MPU1,-40.45802,39.86259,82.96183,0.18970,-0.51904,0.99316
MPU2,-25.74046,32.12214,24.99237,0.54590,-0.15210,1.16895
MPU1,15.32824,44.80916,28.13741,0.84399,-0.66846,1.16187
MPU2,-23.72519,73.69466,22.59542,0.56348,-0.28955,1.38599
MPU1,-29.87786,45.51145,14.61069,0.54102,-0.77832,1.19141
MPU2,0.21374,-43.69466,-13.35878,0.33032,-0.45801,1.19653
MPU1,28.70229,-48.36641,-37.83206,0.65552,-0.96167,1.33911
MPU2,21.86259,-42.41221,-48.09160,0.47339,-0.35815,1.39771
MPU1,27.32825,-6.48855,-69.35878,0.59473,-0.72925,1.06665
MPU2,35.70992,-77.84733,-85.61832,0.31982,-0.31445,1.17114
MPU1,47.34351,-43.34351,-107.06870,0.51807,-0.80811,1.18164
MPU2,47.98473,-45.14504,-104.58015,0.49902,-0.25049,1.20068
MPU1,49.37405,-47.60305,-119.86259,0.34302,-0.56567,0.97510
MPU2,47.78626,-89.08397,-132.18321,0.26440,-0.14404,1.01929
MPU1,20.42748,-25.80153,-150.10687,0.45752,-0.47925,0.82227
MPU2,29.45038,-89.28244,-136.91603,0.42822,-0.09570,1.01050
MPU1,14.30534,-99.63359,-127.38931,0.08813,-0.38867,1.04639
MPU2,22.18321,-108.36641,-129.81679,0.44141,-0.00806,0.97046
MPU1,1.69466,-38.79389,-87.08397,0.48193,-0.23877,0.77539
MPU2,2.30534,-20.41221,-98.73283,0.30371,0.25537,0.96411
MPU1,18.80916,-46.33588,-74.39695,0.18921,-0.35010,0.96606
MPU2,-8.70229,-59.69466,-117.78626,0.21021,0.09033,0.86255
MPU1,-14.56489,22.33588,-76.96183,0.49585,-0.13232,0.61108
MPU2,-19.31298,-31.12977,-108.22900,0.25195,0.05469,0.64575
MPU1,9.29771,-17.95420,-87.83206,0.12598,-0.20117,0.80933
MPU2,-34.45802,-35.89313,-106.41222,0.21631,0.09692,0.76025
MPU1,-19.03817,4.44275,-85.61832,0.14990,0.07886,0.61621
MPU2,-59.09924,-63.17557,-86.99236,0.17310,0.08691,0.64893
MPU1,-29.60305,29.49618,-54.93130,0.27173,-0.08569,0.75293
MPU2,-48.21374,-46.10687,-72.39695,0.16333,0.07617,0.66919
MPU1,-46.59542,-18.36641,-60.16794,0.13452,-0.04443,0.67505
MPU2,-29.55725,24.16794,-42.33588,0.45264,0.00366,0.74390
MPU1,-8.10687,0.36641,-34.65649,0.03931,-0.14819,0.90381
MPU2,-12.58015,-13.67939,-12.09160,0.17603,-0.02368,0.71265
MPU1,0.64122,13.86260,15.38931,0.07666,-0.09497,0.76514
MPU2,5.77099,1.25191,39.87786,0.20093,-0.00610,0.78784
MPU1,-28.71756,-41.40458,35.12977,-0.00513,-0.14673,0.80176
MPU2,28.15267,-21.22137,72.12214,0.29492,-0.05151,0.72681
MPU1,11.29771,-24.38168,63.45038,0.27832,-0.26709,0.82788
MPU2,42.27481,28.56489,101.96947,0.41992,0.00000,0.74048
MPU1,19.93893,-33.72519,94.88550,0.15430,-0.18896,0.74146
MPU2,35.00763,-0.77863,113.61832,0.33398,-0.00977,0.80396
MPU1,4.90076,-30.64122,85.08397,0.48364,-0.38184,0.65283
MPU2,38.22901,34.45802,123.35878,0.44678,-0.03955,0.74634
MPU1,33.95420,9.31298,101.80153,0.42725,-0.31348,0.61060
MPU2,27.46565,59.87786,133.40459,0.47363,-0.05127,0.81274
MPU1,-18.90076,13.89313,112.38168,0.52148,-0.35229,0.63428
MPU2,-18.29008,68.03053,92.15267,0.29224,0.03418,0.64941
