sensor,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
MPU2,-35.22137,41.60305,-12.64122,0.05786,-0.04785,1.03979
MPU1,-22.01527,42.58015,21.25191,-0.01514,-0.47607,0.88916
MPU2,-40.44275,40.25954,-6.53435,-0.00366,-0.12012,1.07349
MPU1,-6.74809,42.30534,27.02290,0.04077,-0.63623,1.03711
MPU2,-31.95420,41.40458,-7.43511,-0.01978,-0.14673,1.19336
MPU1,-22.01527,37.37405,0.07634,0.09082,-0.67505,1.05688
MPU2,-14.59542,14.77863,-15.08397,-0.05981,-0.17969,1.23315
MPU1,2.48855,16.97710,-9.32824,0.00635,-0.75293,1.25610
MPU2,5.46565,12.67176,-11.75572,-0.05615,-0.11914,1.24268
MPU1,17.52672,19.34351,-4.67176,-0.01294,-0.57202,1.10181
MPU2,10.76336,3.48092,-5.70992,-0.14600,-0.08228,1.14355
MPU1,9.70992,-9.96947,-9.78626,-0.12793,-0.49219,1.02173
MPU2,10.51908,-10.09160,4.38168,-0.13257,-0.08594,1.10376
MPU1,15.51145,-23.23664,-2.16794,-0.11279,-0.49854,1.02075
MPU2,8.51908,-12.87023,12.79389,-0.11963,-0.06958,1.04541
MPU1,0.99237,-22.99237,4.18321,-0.02246,-0.41724,0.88550
MPU2,2.25954,-20.87023,15.77099,-0.04419,-0.03760,1.03882
MPU1,-0.30534,-24.65649,6.38168,0.04272,-0.50073,0.97192
MPU2,1.93893,-28.13741,15.83206,-0.03564,-0.06787,1.09155
MPU1,-4.09160,-34.10687,1.77099,0.04907,-0.52441,0.97803
MPU2,2.10687,-35.02290,18.82443,-0.00195,-0.10229,1.12695
MPU1,-2.03053,-42.35115,-1.52672,0.07861,-0.60156,1.00854
MPU2,6.09160,-49.20611,18.30534,0.02441,-0.12061,1.13110
MPU1,-3.57252,-53.08397,-5.55725,0.11841,-0.62622,0.96558
MPU2,13.25191,-50.97710,15.12977,0.10474,-0.14111,1.09546
MPU1,9.03817,-41.64885,-9.90840,0.20532,-0.60718,0.90308
MPU2,10.79389,-39.46565,18.03053,0.11475,-0.12207,1.02710
MPU1,8.61069,-25.19084,3.25191,0.12524,-0.52734,0.80420
MPU2,12.04580,-36.82443,21.00763,0.10571,-0.12793,1.00146
MPU1,0.42748,-52.58015,-26.67175,0.25171,-0.55591,0.82910
MPU2,15.95420,-71.90839,12.27481,0.24805,-0.10889,0.95459
MPU1,7.03817,-59.93893,-15.12977,0.28442,-0.55664,0.81299
MPU2,20.42748,-49.57252,15.02290,0.35107,-0.08398,0.94019
MPU1,10.91603,-55.77099,-15.35878,0.38037,-0.54199,0.77905
MPU2,25.19084,-59.61832,9.16031,0.35352,-0.07007,0.88281
MPU1,8.32061,-55.92366,-15.48092,0.40723,-0.49878,0.69336
MPU2,25.37405,-56.27481,10.54962,0.42017,-0.06982,0.86084
MPU1,13.45038,-55.12977,-10.97710,0.44189,-0.49438,0.69409
MPU2,29.49618,-55.63359,9.14504,0.45044,-0.04126,0.81958
MPU1,17.34351,-58.24427,-14.00000,0.45679,-0.47656,0.64990
MPU2,34.74809,-59.46565,10.56489,0.46997,-0.03857,0.79395
MPU1,28.51908,-60.01527,-17.48092,0.51343,-0.50024,0.69238
MPU2,37.95420,-60.67176,15.81679,0.49951,-0.01465,0.77075
MPU1,23.55725,-68.39695,-11.70992,0.50195,-0.43433,0.57910
MPU2,34.19847,-50.53435,21.46565,0.60352,-0.03125,0.66406
MPU1,27.19084,-56.50382,-0.94656,0.60034,-0.43726,0.45557
MPU2,33.38931,-53.31298,20.03053,0.62744,-0.03613,0.58984
MPU1,37.20611,-46.22901,0.65649,0.61865,-0.39038,0.31738
MPU2,21.84733,-36.59542,23.11450,0.65112,-0.05298,0.37891
MPU1,17.48092,-45.14504,8.07634,0.60327,-0.25000,0.04004
MPU2,6.77863,-32.53435,21.51145,0.68921,-0.06958,0.28076
MPU1,4.83969,-24.32061,14.87023,0.67944,-0.33716,0.07959
MPU2,-4.77863,3.17557,19.77099,0.78638,-0.10547,0.29077
MPU1,-4.77863,3.34351,20.09160,0.75708,-0.33667,0.03198
MPU2,-17.72519,21.35878,9.38931,0.79004,-0.10059,0.38696
MPU1,-4.35115,27.57252,25.61832,0.75659,-0.47900,0.24609
MPU2,-20.00000,56.00000,4.82443,0.82861,-0.13257,0.48560
MPU1,-0.53435,46.51908,17.14504,0.75513,-0.49072,0.29639
MPU2,-22.58015,31.93893,-7.49618,0.66455,-0.12964,0.59155
MPU1,-23.60305,23.26718,4.29008,0.63892,-0.52246,0.42944
MPU2,-20.82443,48.09160,-9.28244,0.74634,-0.11230,0.64136
MPU1,2.62595,69.72519,26.01527,0.62085,-0.46069,0.40991
MPU2,-28.38168,58.85496,-8.50382,0.60913,-0.09082,0.66846
MPU1,-21.48092,39.31298,5.77099,0.56567,-0.50659,0.48853
MPU2,-28.41221,51.20611,-13.37405,0.62939,-0.11499,0.70776
MPU1,0.13740,70.71756,20.35114,0.58569,-0.52197,0.55298
MPU2,-28.87023,63.02290,-15.72519,0.52734,-0.08032,0.76880
