sensor,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
MPU2,-20.94657,500.25955,90.93130,0.03882,0.02368,0.72192
MPU1,48.06107,500.25955,352.58014,-0.94727,-0.06006,0.58716
MPU2,-30.32061,500.25955,124.51908,-0.36768,0.05469,0.00977
MPU1,67.29771,500.25955,351.31299,-1.51147,-0.06689,0.75146
MPU2,-17.00763,500.25955,122.18320,-1.07349,0.25879,-0.61890
MPU1,50.73283,373.64886,298.21375,-1.37598,0.37915,-0.02490
MPU2,-68.51908,415.00763,139.00763,-0.69067,0.37964,-0.82764
MPU1,27.96947,195.00763,192.00000,-0.89746,0.35400,-0.21875
MPU2,-147.80153,67.20611,120.64122,-0.80005,0.48535,-0.96826
MPU1,9.90840,50.73283,94.39695,-0.49927,0.58667,-0.53613
MPU2,59.14504,82.18320,75.95420,-0.37305,0.20068,-0.67773
MPU1,33.70992,30.79389,69.41985,-0.44238,0.45996,-0.34424
MPU2,-17.58779,13.14504,19.48092,-0.68774,0.52344,-0.79150
MPU1,2.73282,23.83206,18.33588,-0.51611,0.68457,-0.54370
MPU2,-33.31298,20.35114,11.77099,-0.54907,0.44336,-0.76465
MPU1,17.98473,-22.25954,-6.01527,-0.63794,0.54639,-0.41577
MPU2,6.68702,-47.70992,-18.39695,-0.71118,0.51660,-0.88843
MPU1,-22.68702,-57.23664,-66.71756,-0.52417,0.75000,-0.60718
MPU2,-22.74809,-40.30534,-38.04580,-0.42383,0.49854,-0.69360
MPU1,-21.66412,-69.25191,-91.67939,-0.63403,0.50269,-0.34082
MPU2,20.45802,-170.24428,-76.54962,-0.79199,0.46826,-0.84277
MPU1,-33.31298,-162.79390,-165.75572,-0.69971,0.48901,-0.33960
MPU2,11.46565,-185.51144,-91.26717,-0.65796,0.37207,-0.76025
MPU1,-31.23664,-170.73282,-192.33588,-0.95410,0.45166,-0.26074
MPU2,-11.37405,-322.77863,-131.83206,-1.02393,0.50244,-0.62402
